business_address,business_city,business_id,business_latitude,business_location,business_longitude,business_name,business_phone_number,business_postal_code,business_state,full_adress,inspection_date,inspection_id,inspection_type,risk_category,violation_description,violation_id,inspection_score
225 Stockton St,San Francisco,1710.0,37.7895242,POINT (-122.406712 37.787936),-122.4068358,Emporio Rulli Il Caffe at Union Square,,94108,CA,225 Stockton St San Francisco 94108 CA,05/16/2019 12:00:00 AM,1710_20190516,Routine - Unscheduled,Low Risk,Inadequate warewashing facilities or equipment,1710_20190516_103143,94.0
2373 Chestnut,San Francisco,94209.0,0.0,,0.0,Howells,,94123,CA,2373 Chestnut San Francisco 94123 CA,05/09/2018 12:00:00 AM,94209_20180509,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,94209_20180509_103120,96.0
1 Ferry Building Shop 10,San Francisco,8823.0,0.0,POINT (-122.39377 37.795225),0.0,Miette,,94111,CA,1 Ferry Building Shop 10 San Francisco 94111 CA,05/17/2019 12:00:00 AM,8823_20190517,Routine - Unscheduled,,,,100.0
701 COLE ST,San Francisco,100252.0,37.7684783,,-122.45065790000001,BITE ME SANDWICHES,14155665282.0,94117,CA,701 COLE ST San Francisco 94117 CA,05/30/2019 12:00:00 AM,100252_20190530,Routine - Unscheduled,,,,100.0
1790 SUTTER St,San Francisco,7575.0,37.786618877551,POINT (-122.429754 37.786568),-122.429732938776,SUPER MIRA,14155926529.0,94115,CA,1790 SUTTER St San Francisco 94115 CA,09/10/2019 12:00:00 AM,7575_20190910,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,7575_20190910_103142,90.0
1 South Park  Suite 103A,San Francisco,61612.0,0.0,POINT (-122.393063 37.782268),0.0,The American Grilled Cheese,,94107,CA,1 South Park  Suite 103A San Francisco 94107 CA,06/14/2018 12:00:00 AM,61612_20180614,Routine - Unscheduled,Low Risk,No thermometers or uncalibrated thermometers,61612_20180614_103148,94.0
3123 Clement St,San Francisco,79053.0,37.7815231,,-122.49287720000001,Oyaji Restaurant,14155756174.0,94121,CA,3123 Clement St San Francisco 94121 CA,09/03/2019 12:00:00 AM,79053_20190903,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,79053_20190903_103124,88.0
"24 Willie Mays Pl View Lvl, Sect 331",San Francisco,95194.0,0.0,,0.0,95194 Doggie Diner Cart,,94107,CA,"24 Willie Mays Pl View Lvl, Sect 331 San Francisco 94107 CA",04/12/2019 12:00:00 AM,95194_20190412,Routine - Unscheduled,,,,100.0
533 Jones St,San Francisco,89328.0,37.786072999999995,,-122.41313249999999,Halal Wings Plus,,94102,CA,533 Jones St San Francisco 94102 CA,03/04/2019 12:00:00 AM,89328_20190304,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,89328_20190304_103120,90.0
2401 Noriega St,San Francisco,510.0,37.753509,POINT (-122.48954 37.753633),-122.48948290000001,Donut Time,,94122,CA,2401 Noriega St San Francisco 94122 CA,07/17/2019 12:00:00 AM,510_20190717,Routine - Unscheduled,High Risk,High risk food holding temperature,510_20190717_103103,87.0
747 Market St,San Francisco,83889.0,37.7865523,,-122.40450179999999,Earthbar,,94103,CA,747 Market St San Francisco 94103 CA,05/08/2019 12:00:00 AM,83889_20190508,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,83889_20190508_103149,98.0
2511 Noriega St,San Francisco,76033.0,37.7534703,,-122.49065120000002,Vietnamese Noodle House,14155563275.0,94122,CA,2511 Noriega St San Francisco 94122 CA,09/17/2019 12:00:00 AM,76033_20190917,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,76033_20190917_103144,80.0
2311 CLEMENT ST,San Francisco,100870.0,37.7819832244898,,-122.48403044898001,TOP SF BBQ,14155578201.0,94121,CA,2311 CLEMENT ST San Francisco 94121 CA,08/13/2019 12:00:00 AM,100870_20190813,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,100870_20190813_103145,75.0
100 Bush St #102,San Francisco,3550.0,0.0,POINT (-122.399834 37.791348),0.0,Noah's New York Bagels #2113,,94104,CA,100 Bush St #102 San Francisco 94104 CA,10/22/2018 12:00:00 AM,3550_20181022,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,3550_20181022_103156,88.0
900 Columbus Ave,San Francisco,7475.0,37.8030291,POINT (-122.413864 37.802905),-122.41378755,North Beach Food Mart,,94133,CA,900 Columbus Ave San Francisco 94133 CA,08/30/2018 12:00:00 AM,7475_20180830,Routine - Unscheduled,Low Risk,Improper food storage,7475_20180830_103139,96.0
1500 Van Ness Ave,San Francisco,3674.0,37.789795299999994,POINT (-122.422034 37.789457),-122.421785219681,Holiday Inn - Golden Gateway,,94109,CA,1500 Van Ness Ave San Francisco 94109 CA,07/15/2019 12:00:00 AM,3674_20190715,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,3674_20190715_103120,96.0
50 So Tea Garden Dr,San Francisco,58612.0,0.0,POINT (-122.468215 37.771037),0.0,Events Management @ DeYoung Museum,,94118,CA,50 So Tea Garden Dr San Francisco 94118 CA,01/22/2019 12:00:00 AM,58612_20190122,Routine - Unscheduled,,,,100.0
1737 POST St,San Francisco,3690.0,37.783532,POINT (-122.430317 37.785457),-122.44594209999998,BENIHANA OF TOKYO,14155564844.0,94115,CA,1737 POST St San Francisco 94115 CA,03/11/2019 12:00:00 AM,3690_20190311,Routine - Unscheduled,High Risk,Improper cooling methods,3690_20190311_103105,93.0
488 PRESIDIO Ave,San Francisco,59777.0,37.7874663877551,POINT (-122.446725 37.787344),-122.44672767346901,Laureate,,94115,CA,488 PRESIDIO Ave San Francisco 94115 CA,03/20/2019 12:00:00 AM,59777_20190320,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,59777_20190320_103124,96.0
503 Columbus Ave,San Francisco,475.0,37.7995504375,POINT (-122.409084 37.799501),-122.409259875,Mara's,,94133,CA,503 Columbus Ave San Francisco 94133 CA,04/10/2018 12:00:00 AM,475_20180410,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,475_20180410_103149,90.0
2130 IRVING St,San Francisco,4672.0,37.7635321,POINT (-122.480921 37.763428),-122.48092539999999,IRVING SEAFOOD MARKET,,94122,CA,2130 IRVING St San Francisco 94122 CA,07/18/2018 12:00:00 AM,4672_20180718,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,4672_20180718_103133,92.0
1068 Revere Ave,San Francisco,5252.0,37.7257234081633,POINT (-122.380207 37.72608),-122.37951077551,DAY DARMET CATERING,,94124,CA,1068 Revere Ave San Francisco 94124 CA,09/19/2018 12:00:00 AM,5252_20180919,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,5252_20180919_103119,92.0
535 OCTAVIA ST,San Francisco,101771.0,37.77726182352939,,-122.424847529412,NAYA DESSERT CAFE,14155995527.0,94102,CA,535 OCTAVIA ST San Francisco 94102 CA,09/05/2019 12:00:00 AM,101771_20190905,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,101771_20190905_103145,96.0
91 Drumm St,San Francisco,58.0,37.794354399999996,POINT (-122.396584 37.794483),-122.3967287,Oasis Grill,,94111,CA,91 Drumm St San Francisco 94111 CA,06/27/2019 12:00:00 AM,58_20190627,Routine - Unscheduled,Low Risk,Inadequate dressing rooms or improper storage of personal items,58_20190627_103153,83.0
22 WALLER St,San Francisco,5210.0,37.7722273,POINT (-122.4241 37.772017),-122.424007350822,FIRST BAPTIST CHURCH,14155863382.0,94102,CA,22 WALLER St San Francisco 94102 CA,11/16/2017 12:00:00 AM,5210_20171116,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,5210_20171116_103157,94.0
3861 24th St,San Francisco,73875.0,37.7515367916667,,-122.428861875,Le Dix-Sept,,94114,CA,3861 24th St San Francisco 94114 CA,05/17/2019 12:00:00 AM,73875_20190517,Routine - Unscheduled,,,,100.0
3868 24th St,San Francisco,87778.0,37.751426200000004,,-122.4320487,Martha & Brothers Coffee Co,14155644433.0,94114,CA,3868 24th St San Francisco 94114 CA,08/29/2019 12:00:00 AM,87778_20190829,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87778_20190829_103124,94.0
3801 18th St,San Francisco,68591.0,0.0,POINT (-122.428488 37.761385),0.0,Cerveceria De Mateveza,14155279295.0,,CA,,01/28/2019 12:00:00 AM,68591_20190128,Routine - Unscheduled,,,,100.0
2424A MARIPOSA St,San Francisco,3655.0,37.763248734693896,POINT (-122.407607 37.763245),-122.407637489796,VERDI CLUB,,94110,CA,2424A MARIPOSA St San Francisco 94110 CA,04/23/2019 12:00:00 AM,3655_20190423,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,3655_20190423_103157,98.0
1582 Folsom St,San Francisco,77767.0,37.7710876,,-122.4150529,The Willows,,94103,CA,1582 Folsom St San Francisco 94103 CA,03/18/2019 12:00:00 AM,77767_20190318,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,77767_20190318_103124,90.0
22 Peace Plaza  #270,San Francisco,74994.0,0.0,,0.0,Seoul Garden Restaurant,,94115,CA,22 Peace Plaza  #270 San Francisco 94115 CA,06/25/2019 12:00:00 AM,74994_20190625,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,74994_20190625_103149,90.0
496 Beach St,San Francisco,90147.0,37.8070989,,-122.4172767,"Cod Mother, Inc",14155347042.0,94133,CA,496 Beach St San Francisco 94133 CA,07/11/2017 12:00:00 AM,90147_20170711,Routine - Unscheduled,Low Risk,Improper food storage,90147_20170711_103139,94.0
2299 Market St #A,San Francisco,91829.0,0.0,,0.0,Ritual Coffee Roasters,,94114,CA,2299 Market St #A San Francisco 94114 CA,08/05/2019 12:00:00 AM,91829_20190805,Routine - Unscheduled,,,,100.0
3431 19TH St,San Francisco,97358.0,37.7601192941176,,-122.419758,PRAIRIE,,94110,CA,3431 19TH St San Francisco 94110 CA,03/12/2019 12:00:00 AM,97358_20190312,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,97358_20190312_103124,96.0
917 Taraval St,San Francisco,82869.0,37.74282185,,-122.476086813072,Szechuan Taste Restaurant Inc,14155688383.0,94116,CA,917 Taraval St San Francisco 94116 CA,07/10/2018 12:00:00 AM,82869_20180710,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,82869_20180710_103133,81.0
2948 Folsom St,San Francisco,90464.0,37.7501113061224,,-122.413953346939,Minnie Bell's Soul Movement,,94110,CA,2948 Folsom St San Francisco 94110 CA,03/15/2017 12:00:00 AM,90464_20170315,Routine - Unscheduled,,,,100.0
1320 14th Ave,San Francisco,5960.0,37.76329135,POINT (-122.471582 37.763403),-122.471386831738,ST. ANNE,,94122,CA,1320 14th Ave San Francisco 94122 CA,11/30/2018 12:00:00 AM,5960_20181130,Routine - Unscheduled,,,,100.0
793 DIVISADERO St,San Francisco,7651.0,37.776741200000004,POINT (-122.438144 37.776594),-122.4383187,24 HR CONVENIENCE MKT,,94117,CA,793 DIVISADERO St San Francisco 94117 CA,04/05/2018 12:00:00 AM,7651_20180405,Routine - Unscheduled,,,,100.0
301 Clay St,San Francisco,85342.0,37.79531179999999,,-122.39830559999999,Illy Caffe SF_Embarcadero,,94111,CA,301 Clay St San Francisco 94111 CA,04/25/2019 12:00:00 AM,85342_20190425,Routine - Unscheduled,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,85342_20190425_103116,96.0
1515 Sloat Blvd,San Francisco,68974.0,37.73305825,,-122.489455509415,Sushi Avenue Inc,14151297000.0,94132,CA,1515 Sloat Blvd San Francisco 94132 CA,05/23/2019 12:00:00 AM,68974_20190523,Routine - Unscheduled,,,,100.0
2 Embarcadero Center  Street Level,San Francisco,87795.0,0.0,,0.0,Blanc et Rouge,,94111,CA,2 Embarcadero Center  Street Level San Francisco 94111 CA,06/13/2019 12:00:00 AM,87795_20190613,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,87795_20190613_103154,96.0
2567 Gough St,San Francisco,95401.0,37.7954224,,-122.42674009999999,Blue Fog Market,,94123,CA,2567 Gough St San Francisco 94123 CA,06/07/2018 12:00:00 AM,95401_20180607,Routine - Unscheduled,Low Risk,Improper food storage,95401_20180607_103139,89.0
3251 20TH AVE STE 172,San Francisco,99537.0,0.0,,0.0,GRAM CAFE & PANCAKES,14155512462.0,94132,CA,3251 20TH AVE STE 172 San Francisco 94132 CA,05/31/2019 12:00:00 AM,99537_20190531,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,99537_20190531_103149,98.0
171 Stillman St,San Francisco,58574.0,37.780009,POINT (-122.397922 37.780527),-122.398417,Goat Hill Pizza,,94107,CA,171 Stillman St San Francisco 94107 CA,07/03/2019 12:00:00 AM,58574_20190703,Routine - Unscheduled,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,58574_20190703_103152,96.0
"318 Spear St 1A, 1B",San Francisco,62334.0,0.0,POINT (-122.390736 37.789805),0.0,Prospect,,94105,CA,"318 Spear St 1A, 1B San Francisco 94105 CA",08/30/2018 12:00:00 AM,62334_20180830,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,62334_20180830_103124,92.0
1415 Larkin St,San Francisco,63618.0,37.7910697,POINT (-122.41914 37.790933),-122.4192372,Contraband Coffee LLC,14155221520.0,94109,CA,1415 Larkin St San Francisco 94109 CA,08/02/2018 12:00:00 AM,63618_20180802,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,63618_20180802_103157,96.0
1050 VALENCIA ST,San Francisco,96600.0,37.755973,,-122.42113300000001,SHABU HOUSE VALENCIA INC.,14155813225.0,94110,CA,1050 VALENCIA ST San Francisco 94110 CA,08/14/2019 12:00:00 AM,96600_20190814,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,96600_20190814_103142,92.0
1 MARKET St,San Francisco,389.0,0.0,POINT (-122.394932 37.794347),0.0,CAFE ELENA,,94105,CA,1 MARKET St San Francisco 94105 CA,02/15/2019 12:00:00 AM,389_20190215,Routine - Unscheduled,Low Risk,Improper food storage,389_20190215_103139,98.0
1910 LOMBARD St,San Francisco,2063.0,37.7991495,POINT (-122.433053 37.800248),-122.4419399,ZUSHI-PUZZLE,,94123,CA,1910 LOMBARD St San Francisco 94123 CA,09/24/2019 12:00:00 AM,2063_20190924,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,2063_20190924_103144,77.0
2000 Union St,San Francisco,82909.0,37.798217799999996,,-122.42667859999999,Belga,,94123,CA,2000 Union St San Francisco 94123 CA,10/01/2018 12:00:00 AM,82909_20181001,Routine - Unscheduled,High Risk,High risk food holding temperature,82909_20181001_103103,87.0
1 Bush St,San Francisco,92306.0,0.0,,0.0,Cafe X Technologies Inc.,,94104,CA,1 Bush St San Francisco 94104 CA,03/04/2019 12:00:00 AM,92306_20190304,Routine - Unscheduled,,,,100.0
295 California St,San Francisco,2244.0,37.793151625,POINT (-122.399899 37.793225),-122.39975275,Starbucks Coffee Company,,94111,CA,295 California St San Francisco 94111 CA,02/06/2019 12:00:00 AM,2244_20190206,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,2244_20190206_103157,96.0
221 Main St.,San Francisco,92659.0,0.0,,0.0,Spreadz,,94105,CA,221 Main St. San Francisco 94105 CA,05/01/2019 12:00:00 AM,92659_20190501,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,92659_20190501_103119,92.0
311 DIVISADERO St,San Francisco,64057.0,37.7724383,POINT (-122.437324 37.772473),-122.43744009999999,Ragazza,,94117,CA,311 DIVISADERO St San Francisco 94117 CA,06/18/2018 12:00:00 AM,64057_20180618,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,64057_20180618_103120,92.0
145 Guerrero St,San Francisco,6032.0,37.7688306818182,POINT (-122.424466 37.768904),-122.42464606060601,FRANCIS OF ASSISI SENIOR MEALS PROG,14155865790.0,94103,CA,145 Guerrero St San Francisco 94103 CA,08/12/2019 12:00:00 AM,6032_20190812,Routine - Unscheduled,,,,100.0
110 Diamond St,San Francisco,6037.0,37.760490734693896,POINT (-122.437185 37.760317),-122.437269836735,CASTRO SENIOR CENTER,14155863507.0,94114,CA,110 Diamond St San Francisco 94114 CA,12/04/2017 12:00:00 AM,6037_20171204,Routine - Unscheduled,,,,100.0
24 Willie Mays Pl View Lvl Sect 318,San Francisco,95310.0,0.0,,0.0,95310 C&C Concessions/Portable 318 Lemonade Snack Cart,,94107,CA,24 Willie Mays Pl View Lvl Sect 318 San Francisco 94107 CA,07/19/2019 12:00:00 AM,95310_20190719,Routine - Unscheduled,High Risk,No hot water or running water,95310_20190719_103112,89.0
121 09th St,San Francisco,67985.0,0.0,POINT (-122.406761 37.774722),0.0,Momma's Kitchen,,94103,CA,121 09th St San Francisco 94103 CA,09/23/2019 12:00:00 AM,67985_20190923,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,67985_20190923_103144,88.0
601 19th St,San Francisco,94646.0,37.761672,,-122.38888700000001,Side Hustle,,94107,CA,601 19th St San Francisco 94107 CA,03/25/2019 12:00:00 AM,94646_20190325,Routine - Unscheduled,High Risk,Unclean or unsanitary food contact surfaces,94646_20190325_103109,89.0
4763 MISSION St,San Francisco,68219.0,37.7220594482759,POINT (-122.436695 37.722162),-122.43665762068999,Calabria Bros.,,94112,CA,4763 MISSION St San Francisco 94112 CA,08/29/2019 12:00:00 AM,68219_20190829,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,68219_20190829_103145,96.0
180 New Montgomery St.,San Francisco,14525.0,37.78625445,POINT (-122.399349 37.786467),-122.399521426362,Sodexo at Academy of Art,,94105,CA,180 New Montgomery St. San Francisco 94105 CA,02/19/2019 12:00:00 AM,14525_20190219,Routine - Unscheduled,,,,100.0
24 Willie Mays Pl Club Lvl Rm 3210,San Francisco,95228.0,0.0,,0.0,95228 The Carvery,,94107,CA,24 Willie Mays Pl Club Lvl Rm 3210 San Francisco 94107 CA,07/19/2019 12:00:00 AM,95228_20190719,Routine - Unscheduled,,,,100.0
3555 Cesar Chavez St,San Francisco,94868.0,37.74699015,,-122.420857140339,California Pacific Medical Center-Mission Bernal Campus,,94110,CA,3555 Cesar Chavez St San Francisco 94110 CA,03/11/2019 12:00:00 AM,94868_20190311,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,94868_20190311_103129,96.0
801 Union St,San Francisco,7480.0,37.799931,POINT (-122.412667 37.799973),-122.412608,Union Street Produce,,94133,CA,801 Union St San Francisco 94133 CA,06/06/2019 12:00:00 AM,7480_20190606,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,7480_20190606_103144,94.0
2290 14th Ave,San Francisco,5843.0,37.7455346,POINT (-122.470308 37.745374),-122.469452848325,HOOVER MIDDLE SCHOOL,14155752783.0,94116,CA,2290 14th Ave San Francisco 94116 CA,05/21/2019 12:00:00 AM,5843_20190521,Routine - Unscheduled,,,,100.0
2140 Clement St.,San Francisco,87889.0,37.7822259795918,,-122.48213183673501,K-Elements BBQ,14155781629.0,94121,CA,2140 Clement St. San Francisco 94121 CA,09/30/2019 12:00:00 AM,87889_20190930,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,87889_20190930_103119,92.0
298 DIVISADERO St,San Francisco,4231.0,37.772119700000005,POINT (-122.437154 37.772194),-122.43705770000001,The Page,,94117,CA,298 DIVISADERO St San Francisco 94117 CA,06/18/2018 12:00:00 AM,4231_20180618,Routine - Unscheduled,Low Risk,Low risk vermin infestation,4231_20180618_103161,92.0
599 SKYLINE Blvd,San Francisco,2840.0,37.7220916876184,POINT (-122.497934 37.708887),-122.501395651376,THE OLYMPIC CLUB AT LAKESIDE,14155404300.0,94132,CA,599 SKYLINE Blvd San Francisco 94132 CA,05/08/2019 12:00:00 AM,2840_20190508,Routine - Unscheduled,,,,100.0
24 Willie Mays Pl Upper CF Sec 143,San Francisco,94935.0,0.0,,0.0,94635 Baby Bull Cart,,94107,CA,24 Willie Mays Pl Upper CF Sec 143 San Francisco 94107 CA,07/19/2019 12:00:00 AM,94935_20190719,Routine - Unscheduled,,,,100.0
2250 Chestnut St,San Francisco,88139.0,37.800363,,-122.44048000000001,Tacolicious,14155646077.0,Ca,CA,2250 Chestnut St San Francisco Ca CA,08/21/2019 12:00:00 AM,88139_20190821,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,88139_20190821_103133,94.0
3388 24th St,San Francisco,79025.0,37.7522295,,-122.42027759999998,Phat Philly,14155557428.0,94110,CA,3388 24th St San Francisco 94110 CA,05/06/2019 12:00:00 AM,79025_20190506,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,79025_20190506_103102,89.0
1517 Pine St,San Francisco,87645.0,37.789411,,-122.4222283,Batter Bakery,,94109,CA,1517 Pine St San Francisco 94109 CA,08/21/2018 12:00:00 AM,87645_20180821,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,87645_20180821_103149,98.0
1324 Fitzgerald Ave,San Francisco,80744.0,37.7224244871906,,-122.39367980023,Azalina's Kitchen,14155402038.0,94124,CA,1324 Fitzgerald Ave San Francisco 94124 CA,06/26/2019 12:00:00 AM,80744_20190626,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,80744_20190626_103131,96.0
2444 Noriega St,San Francisco,85925.0,37.7542437,,-122.476502,New Heng Fung Inc,14155740221.0,94122,CA,2444 Noriega St San Francisco 94122 CA,09/17/2019 12:00:00 AM,85925_20190917,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,85925_20190917_103124,72.0
400 WALLER ST,San Francisco,98847.0,37.7690735,,-122.44685559999999,JANCHAY'S BISTRO.,14155393375.0,94117,CA,400 WALLER ST San Francisco 94117 CA,02/28/2019 12:00:00 AM,98847_20190228,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,98847_20190228_103154,94.0
1428 Polk St,San Francisco,95961.0,37.78984425,,-122.420433125,DIJON BURGER,,94109,CA,1428 Polk St San Francisco 94109 CA,08/02/2018 12:00:00 AM,95961_20180802,Routine - Unscheduled,,,,100.0
101 Howard St,San Francisco,83565.0,37.78860770000001,,-122.395945,Sweet Joanna's Cafe,,94105,CA,101 Howard St San Francisco 94105 CA,04/02/2019 12:00:00 AM,83565_20190402,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,83565_20190402_103149,81.0
3848 Judah St,San Francisco,65695.0,37.760684600000005,POINT (-122.503259 37.760598),-122.503403545079,Mediterrean Food,,94122,CA,3848 Judah St San Francisco 94122 CA,11/01/2017 12:00:00 AM,65695_20171101,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,65695_20171101_103124,90.0
2401 Mission St,San Francisco,90015.0,37.758516,,-122.41893799999998,Laundre,,94110,CA,2401 Mission St San Francisco 94110 CA,08/09/2019 12:00:00 AM,90015_20190809,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,90015_20190809_103119,86.0
1601 Lane St,San Francisco,93969.0,37.7322326530612,,-122.389779897959,Center for Academic Re-entry and Empowerment,,94124,CA,1601 Lane St San Francisco 94124 CA,09/06/2019 12:00:00 AM,93969_20190906,Routine - Unscheduled,High Risk,High risk food holding temperature,93969_20190906_103103,93.0
524 Post St Basement,San Francisco,34352.0,0.0,POINT (-122.410904 37.787978),0.0,The Olympic Club Cafe,,94102,CA,524 Post St Basement San Francisco 94102 CA,05/21/2019 12:00:00 AM,34352_20190521,Routine - Unscheduled,,,,100.0
2948 Folsom St,San Francisco,90817.0,37.7501113061224,,-122.413953346939,Tamalitos Catering,,94110,CA,2948 Folsom St San Francisco 94110 CA,03/15/2017 12:00:00 AM,90817_20170315,Routine - Unscheduled,,,,100.0
401 Van Ness Ave,San Francisco,97877.0,37.778547700000004,,-122.420850106045,CAFE VALOR,,94102,CA,401 Van Ness Ave San Francisco 94102 CA,11/30/2018 12:00:00 AM,97877_20181130,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,97877_20181130_103149,96.0
256 Divisadero St,San Francisco,151.0,37.7715221,POINT (-122.437047 37.771487),-122.4369416,BUS STOP PIZZA #1,14155629119.0,94117,CA,256 Divisadero St San Francisco 94117 CA,05/14/2018 12:00:00 AM,151_20180514,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,151_20180514_103102,81.0
1050 YORK ST,San Francisco,98173.0,37.75523416326529,,-122.40852265306101,MISSION PREPARATORY INC,14155509626.0,94110,CA,1050 YORK ST San Francisco 94110 CA,09/06/2019 12:00:00 AM,98173_20190906,Routine - Unscheduled,,,,100.0
524 Sutter St,San Francisco,88774.0,37.78944105,,-122.40920051608101,The Cartwright Hotel - Union Square,,94102,CA,524 Sutter St San Francisco 94102 CA,05/03/2019 12:00:00 AM,88774_20190503,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,88774_20190503_103157,96.0
151 3rd St Level 5,San Francisco,87470.0,0.0,,0.0,Cafe 5,,94103,CA,151 3rd St Level 5 San Francisco 94103 CA,04/11/2019 12:00:00 AM,87470_20190411,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87470_20190411_103124,96.0
300 GAVEN St,San Francisco,5926.0,37.7327486,POINT (-122.411648 37.732518),-122.41171441588399,"SAN FRANCISCO SCHOOL, THE",14155235065.0,94134,CA,300 GAVEN St San Francisco 94134 CA,09/11/2019 12:00:00 AM,5926_20190911,Routine - Unscheduled,Low Risk,Improper or defective plumbing,5926_20190911_103150,98.0
350 02nd St,San Francisco,77492.0,0.0,,0.0,Los Compadres Catering (Lic #5E50688),,94107,CA,350 02nd St San Francisco 94107 CA,05/29/2019 12:00:00 AM,77492_20190529,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,77492_20190529_103156,94.0
1100 California St,San Francisco,30156.0,37.792359999999995,POINT (-122.413334 37.791538),-122.4067307,Grace Cathedral,,94108,CA,1100 California St San Francisco 94108 CA,02/28/2019 12:00:00 AM,30156_20190228,Routine - Unscheduled,,,,100.0
24 Willie Mays Plaza,San Francisco,76233.0,37.7786119,,-122.390267454256,AT&T PARK - Internet Cafe,,94107,CA,24 Willie Mays Plaza San Francisco 94107 CA,07/19/2019 12:00:00 AM,76233_20190719,Routine - Unscheduled,,,,100.0
315 05th St,San Francisco,82207.0,0.0,,0.0,Mathilde French Bistro,,94107,CA,315 05th St San Francisco 94107 CA,04/18/2019 12:00:00 AM,82207_20190418,Routine - Unscheduled,Low Risk,Improper or defective plumbing,82207_20190418_103150,92.0
631 Broadway St,San Francisco,69118.0,37.7976743141185,POINT (-122.407488 37.797744),-122.407550474043,Noodle Bar and Grill,,94133,CA,631 Broadway St San Francisco 94133 CA,11/28/2017 12:00:00 AM,69118_20171128,Routine - Unscheduled,Low Risk,Improper food storage,69118_20171128_103139,87.0
318 Columbus St,San Francisco,88555.0,0.0,,0.0,Betty Lou's Seafood & Grill,,94133,CA,318 Columbus St San Francisco 94133 CA,09/30/2019 12:00:00 AM,88555_20190930,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,88555_20190930_103120,94.0
1247 Stockton St,San Francisco,91330.0,37.797414,,-122.408681,New Moon Restaurant,14154431128.0,94133,CA,1247 Stockton St San Francisco 94133 CA,12/11/2018 12:00:00 AM,91330_20181211,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,91330_20181211_103145,83.0
